trainer/global_step,train_loss
14,1.9704936742782600
74,1.4056625366210900
109,1.0821614265441900
139,0.9484131932258610
184,0.8044338822364810
279,0.7000052332878110
304,0.641019880771637
339,0.6542968153953550
349,0.6909038424491880
434,0.6046629548072820
459,0.6790024638175960
559,0.5759816765785220
629,0.608775794506073
639,0.6472069621086120
674,0.620082676410675
684,0.5849723815917970
739,0.5300953984260560
754,0.5543651580810550
839,0.5156455636024480
939,0.5545132160186770
969,0.5570854544639590
1044,0.5236902236938480
1079,0.57927006483078
1174,0.5239012837409970
1224,0.5470141172409060
1269,0.4983811378479000
1279,0.5302614569664000
1319,0.49159300327301000
1339,0.6386701464653020
1434,0.5115178227424620
1454,0.5048420429229740
1474,0.5167866945266720
1549,0.510791540145874
1569,0.4797578752040860
1679,0.5213887691497800
1709,0.4904156029224400
1719,0.5211513638496400
1759,0.4571901261806490
1769,0.5214542150497440
1789,0.5281556248664860
1799,0.5167582035064700
1839,0.5003523230552670
1854,0.48647287487983700
1874,0.4791642427444460
1904,0.517791748046875
2039,0.4709603786468510
2174,0.4822559654712680
2184,0.473691463470459
2279,0.46087145805358900
2324,0.4443140923976900
2569,0.49933552742004400
2649,0.46665024757385300
2664,0.5022720694541930
2724,0.4770130813121800
2739,0.43618544936180100
2839,0.4647839963436130
2864,0.4482437074184420
2874,0.4397376477718350
2959,0.5051432251930240
2989,0.5164201855659490
2994,0.4716562032699590
3089,0.4514482021331790
3129,0.5139217376708980
3179,0.4538135528564450
3219,0.4645634591579440
3224,0.5236069560050960
3254,0.4466351568698880
3299,0.4386935234069820
3374,0.4204573631286620
3419,0.484137624502182
3434,0.44433918595314000
3454,0.4620995819568630
3474,0.438983291387558
3604,0.4900158941745760
3699,0.4729004800319670
3754,0.4418160915374760
3789,0.4750208854675290
3809,0.3529421389102940
3854,0.5052257776260380
3909,0.4908157885074620
3929,0.4676907956600190
3954,0.447883278131485
4124,0.5635973811149600
4139,0.5270297527313230
4194,0.481671005487442
4224,0.5006030201911930
4274,0.48504409193992600
4374,0.48692354559898400
4414,0.5038232207298280
4469,0.5036086440086370
4569,0.43338605761528000
4589,0.4618394374847410
4639,0.438345342874527
4659,0.4457838833332060
4669,0.4797860383987430
4689,0.446329265832901
4714,0.44713500142097500
4774,0.5048980116844180
4789,0.4930899143218990
4839,0.4482295513153080
4934,0.44870856404304500
4969,0.38224324584007300
5109,0.3964627981185910
5224,0.46128973364830000
5329,0.4266375005245210
5359,0.5238049030303960
5369,0.4556513726711270
5394,0.3968888819217680
5399,0.4320399761199950
5404,0.43957844376564000
5424,0.4446067810058590
5549,0.4430086314678190
5654,0.4667353630065920
5699,0.4269735515117650
5714,0.4630250930786130
5744,0.4316813945770260
5794,0.47115910053253200
5864,0.4470939636230470
5939,0.443284273147583
5969,0.4679531157016750
6004,0.4282415807247160
6049,0.48291659355163600
6204,0.4548558294773100
6349,0.43309831619262700
6389,0.4521888792514800
6574,0.46165359020233200
6619,0.4636363089084630
6644,0.5048854351043700
6679,0.4506999552249910
6769,0.46698427200317400
6799,0.4540387690067290
6809,0.3738815486431120
6879,0.418371707201004
6934,0.3532577455043790
6959,0.4536488950252530
7059,0.4718106985092160
7134,0.48694756627082800
7149,0.47398099303245500
7189,0.4045460522174840
7219,0.4613143503665920
7469,0.45016542077064500
7474,0.4555223882198330
7494,0.4605080187320710
7504,0.3983033001422880
7529,0.4201949834823610
7714,0.4218313694000240
7764,0.4815899431705480
7774,0.47895315289497400
7924,0.4297267496585850
7929,0.4561065137386320
8079,0.3978653848171230
8154,0.4054826200008390
8174,0.3859629631042480
8209,0.4622553884983060
8264,0.34074118733406100
8354,0.4200507700443270
8369,0.4736832678318020
8384,0.4107376039028170
8414,0.4495113790035250
8419,0.45369216799736000
8634,0.46643081307411200
8709,0.399799108505249
8719,0.3784884512424470
8724,0.41592979431152300
8739,0.4274458885192870
8784,0.400029331445694
8814,0.4359452426433560
8914,0.41828879714012100
9019,0.4043198525905610
9044,0.46069684624671900
9194,0.39359942078590400
9209,0.40615174174308800
9219,0.3798612654209140
9254,0.46295365691185
9284,0.4140866994857790
9304,0.4295701682567600
9354,0.41572096943855300
9359,0.504645049571991
9384,0.4644714891910550
9389,0.4517925977706910
9419,0.5044267773628240
9434,0.4238350093364720
9464,0.4351992905139920
9474,0.39354339241981500
9574,0.4325793981552120
9614,0.4387555122375490
9629,0.44465792179107700
9654,0.41881680488586400
9754,0.42066478729248000
9769,0.44693562388420100
9784,0.41212019324302700
9809,0.42806339263916000
9834,0.4681187570095060
9844,0.4360511302948000
9859,0.44481515884399400
9884,0.43896985054016100
9904,0.4530116021633150
9954,0.4708746373653410
9989,0.3931868374347690
10034,0.4725099503993990
10049,0.43769359588623000
10104,0.391484260559082
10124,0.3895150423049930
10199,0.3964272439479830
10259,0.3814046382904050
10329,0.4173746407032010
10334,0.4489912986755370
10339,0.5145350694656370
10364,0.4163111746311190
10379,0.4338424503803250
10459,0.43788424134254500
10524,0.4897080957889560
10544,0.5179970264434810
10599,0.3663617670536040
10754,0.4544802904129030
10769,0.3868502378463750
10889,0.42121830582618700
10914,0.41978755593299900
10939,0.4389350116252900
10979,0.48781511187553400
10989,0.4429232180118560
10994,0.3636986315250400
11034,0.4045188426971440
11079,0.40218695998191800
11114,0.4925830066204070
11199,0.4392034113407140
11229,0.45973968505859400
11244,0.4362173974514010
11279,0.48198652267456100
11394,0.4081391394138340
11409,0.4373648464679720
11444,0.38952746987342800
11464,0.4552377760410310
11609,0.4467102587223050
11699,0.39151549339294400
11749,0.46029791235923800
11914,0.47460317611694300
11954,0.448285847902298
12029,0.4342206418514250
12059,0.46983233094215400
12149,0.48929715156555200
12314,0.3777030408382420
12429,0.42040279507637000
12479,0.4202064275741580
12634,0.408650279045105
12759,0.48069214820861800
12804,0.6657302379608150
12814,0.662351667881012
12824,0.5597663521766660
12864,0.48138102889061000
12904,0.4086989462375640
12914,0.40020737051963800
12924,0.46649348735809300
13004,0.4024929106235500
13094,0.4179214537143710
13124,0.4281138479709630
13254,0.46449342370033300
13279,0.43563714623451200
13294,0.4287649393081670
13304,0.4600712954998020
13319,0.4359143078327180
13354,0.3361961841583250
13359,0.39729881286621100
13384,0.4178152084350590
13399,0.436227411031723
13489,0.3798111975193020
13524,0.3749679625034330
13579,0.3886964023113250
13614,0.4272255599498750
13619,0.4512511193752290
13644,0.43097519874572800
13654,0.4521880447864530
13739,0.44057193398475600
