trainer/global_step,train_loss
119,1.03205668926239
124,1.0105808973312400
164,0.8833612203598020
169,0.858394205570221
174,0.8256503939628600
189,0.8019691705703740
224,0.7216324806213380
234,0.6981737613677980
344,0.6961804628372190
364,0.6372872591018680
369,0.6804455518722530
389,0.6407584547996520
414,0.6358444094657900
449,0.6738386154174810
459,0.6527817845344540
469,0.6315253376960750
564,0.5950174331665040
614,0.6244085431098940
679,0.6037614345550540
734,0.6013515591621400
744,0.600283145904541
749,0.5953917503356930
754,0.556302547454834
819,0.5801627039909360
844,0.5970327258110050
939,0.5849769115448000
999,0.5585861802101140
1019,0.5859798789024350
1054,0.5513153076171880
1074,0.5799349546432500
1084,0.5775113105773930
1144,0.5411272048950200
1149,0.5426986217498780
1154,0.556823194026947
1244,0.5639429688453670
1249,0.6115543842315670
1294,0.5436069369316100
1309,0.5153127312660220
1344,0.5626550316810610
1559,0.5440568923950200
1579,0.5221540927886960
1684,0.557693362236023
1714,0.5452616214752200
1749,0.5364611744880680
1764,0.5242318511009220
1799,0.5024636387825010
1899,0.5387567281723020
2034,0.5212322473526000
2094,0.5016430616378780
2099,0.5507940649986270
2104,0.5000074505805970
2159,0.5339030027389530
2229,0.5197517275810240
2249,0.5462916493415830
2264,0.4647976756095890
2309,0.5357372164726260
2334,0.5154317021369930
2374,0.4851205050945280
2504,0.5368689894676210
2594,0.505550742149353
2599,0.5348202586174010
2654,0.4967798888683320
2669,0.47888535261154200
2679,0.49289262294769300
2689,0.48353254795074500
2729,0.49797987937927200
2759,0.5096234083175660
2914,0.5592230558395390
3044,0.4840905964374540
3134,0.4723266661167150
3189,0.49381023645401
3249,0.4845648407936100
3279,0.5020461082458500
3369,0.5424095988273620
3539,0.5144474506378170
3564,0.4766994118690490
3579,0.5016598105430600
3609,0.4816893935203550
3699,0.5046191811561580
3714,0.539220929145813
3724,0.47939223051071200
3794,0.4910590648651120
3829,0.4636091887950900
3899,0.4067547023296360
3914,0.49042245745658900
3919,0.4883546829223630
4014,0.46341902017593400
4054,0.5003946423530580
4079,0.492952823638916
4094,0.5031630396842960
4199,0.5261132717132570
4209,0.4960309565067290
4284,0.4924466013908390
4339,0.48764508962631200
4369,0.48971521854400600
4459,0.49632564187049900
4464,0.5246455073356630
4484,0.5211782455444340
4519,0.48869553208351100
4559,0.5187869668006900
4599,0.5039843916893010
4619,0.4754752814769750
4644,0.4891285300254820
4699,0.481067568063736
4744,0.5163180232048040
4774,0.5167099237442020
4794,0.49163466691970800
4809,0.5028270483016970
4814,0.4720399677753450
4869,0.4988958537578580
4884,0.5043922662734990
4944,0.4638820290565490
4994,0.4490682780742650
5019,0.4756877720355990
5024,0.4921400547027590
5034,0.4835985600948330
5134,0.4881625473499300
5189,0.46093517541885400
5259,0.4694141745567320
5289,0.5096257925033570
5304,0.44580078125
5314,0.443962037563324
5349,0.5076006650924680
5364,0.4664326310157780
5374,0.4803580939769750
5384,0.5009990930557250
5409,0.4892783761024480
5429,0.4691939651966100
5449,0.4863688051700590
5529,0.4398480951786040
5664,0.47593969106674200
5689,0.4901356101036070
5709,0.4784158766269680
5734,0.45930153131485000
5774,0.4772163331508640
5794,0.462301641702652
5804,0.48649877309799200
5894,0.47085040807724
5909,0.4974764883518220
5939,0.5269380807876590
6099,0.4774904251098630
6109,0.47584325075149500
6209,0.4864920377731320
6259,0.4816116988658910
6269,0.4891729950904850
6299,0.4766111969947820
